NumeroEstudiante;RUN;Cohorte;Bloqueo;Causal_Bloqueo;Ultima_carga;Fecha_logro;Logro
441994;6170416;2012-01;S;ALUMNO CON DEUDA MOROSA;2013-01;2012-01;INGRESO
602442;7757903;2024-01;S;SUSPENSION DE ESTUDIOS;2024-01;2024-01;INGRESO
529795;24186078;1986-01;S;ALUMNO EGRESADO;1995-01;1990-01;SEGUNDO AÑO
457150;10116290;2005-01;S;ALUMNO CON DEUDA MOROSA;2005-02;2005-01;INGRESO
463924;11882633;1995-01;S;BLOQUEO POR NO INSCRIPCION;2003-02;1995-01;INGRESO
509782;16513143;1991-01;S;BLOQUEO POR NO INSCRIPCION;1995-01;1993-01;SEGUNDO AÑO
610647;12667629;1990-01;S;BLOQUEO POR NO INSCRIPCION;1995-01;1990-01;INGRESO
591205;18839085;1993-01;S;BLOQUEO POR NO INSCRIPCION;1999-01;1993-01;INGRESO
603465;25763176;1997-01;S;BLOQUEO POR NO INSCRIPCION;1997-01;1997-01;INGRESO
480463;9517010;2014-01;S;ALUMNO CON DEUDA MOROSA;-;2014-01;INGRESO
441858;16653831;1996-01;S;ALUMNO EGRESADO;2000-01;2000-01;QUINTO AÑO- EGRESO
510328;14902585;1993-01;S;BLOQUEO POR NO INSCRIPCION;1996-01;1993-01;INGRESO
505500;19857128;1992-01;S;BLOQUEO POR NO INSCRIPCION;1997-01;1992-01;INGRESO
594731;4424814;1987-01;S;ALUMNO EGRESADO;1994-01;1994-01;QUINTO AÑO- EGRESO
615480;17377522;1998-01;S;ALUMNO EGRESADO;2001-01;1993-01;INGRESO
534232;16005442;2019-01;N;Sin Bloqueo;2020-02;2020-02;10 SEMESTRE - TITULO TRABAJADOR(A) SOCIAL
394403;16756037;2000-01;S;ALUMNO CON DEUDA MOROSA;2005-01;2003-01;PRIMER AÑO
653938;17813467;2000-01;S;ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - SOBREPASO EL N° DE OPORTUNIDADES PARA SUPERAR ASIGNATURAS;2010-01;2009-01;4 SEMESTRE
555422;10627237;2001-01;S;BLOQUEO POR NO INSCRIPCION;2001-02;2001-01;INGRESO
519387;10770959;1992-01;S;ALUMNO EGRESADO;1997-02;1992-01;INGRESO
506400;19123405;1992-01;S;BLOQUEO POR NO INSCRIPCION;1997-02;1992-01;INGRESO
432073;11300074;2012-01;N;Sin Bloqueo;-;2012-01;INGRESO
588363;15366552;2023-01;N;Sin Bloqueo;2023-01;2023-01;INGRESO
576241;11785035;1993-01;S;BLOQUEO POR NO INSCRIPCION;1996-02;1993-01;INGRESO
646683;13098977;1996-01;S;ALUMNO EGRESADO;2000-02;2000-02;QUINTO AÑO- EGRESO
452375;25846611;1992-01;S;BLOQUEO POR NO INSCRIPCION;1997-02;1992-01;INGRESO
377626;12427752;1991-01;S;BLOQUEO POR NO INSCRIPCION;1999-01;1991-01;INGRESO
652341;15877997;2002-01;S;ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO;2006-01;2005-01;SEGUNDO AÑO
556504;13844414;1992-01;S;BLOQUEO POR NO INSCRIPCION;1998-01;1992-01;INGRESO
546045;6898915;2005-01;S;SUSPENSION DE ESTUDIOS;-;2005-01;INGRESO
410780;7716169;1989-01;N;Sin Bloqueo;1994-01;1989-01;INGRESO
530134;11232536;1994-01;S;BLOQUEO POR NO INSCRIPCION;1998-01;1994-01;INGRESO
605643;7415738;1989-01;S;BLOQUEO POR NO INSCRIPCION;1998-02;1989-01;INGRESO
469605;11593081;1991-01;S;BLOQUEO POR NO INSCRIPCION;1996-02;1991-01;INGRESO
471722;11299221;1991-01;S;BLOQUEO POR NO INSCRIPCION;1994-02;1991-01;INGRESO
552490;13440515;1992-01;S;BLOQUEO POR NO INSCRIPCION;1998-01;1992-01;INGRESO
444671;9137371;1996-01;S;ALUMNO EGRESADO;1999-02;1996-01;INGRESO
534873;14433840;1987-01;N;Sin Bloqueo;1994-02;1987-01;INGRESO
570084;24429174;1994-01;S;BLOQUEO POR NO INSCRIPCION;1998-02;1994-01;INGRESO
386054;15125669;2006-01;S;ALUMNO CON DEUDA MOROSA;2006-02;2006-01;INGRESO
531697;16349104;1996-01;S;BLOQUEO POR NO INSCRIPCION;1996-01;1996-01;INGRESO
406018;6558796;2005-01;S;ALUMNO CON DEUDA MOROSA;2005-01;2005-01;1 SEMESTRE
459704;11500546;1996-01;S;BLOQUEO POR NO INSCRIPCION;1999-01;1996-01;INGRESO
457362;6974569;2013-01;N;Sin Bloqueo;-;2013-01;INGRESO
574696;5890068;2007-01;S;SUSPENSION DE ESTUDIOS;2007-02;2007-01;INGRESO
617541;6245336;2004-01;S;ALUMNO EGRESADO;2008-01;2008-01;QUINTO AÑO - EGRESO
643398;14665398;2000-01;S;ALUMNO LICENCIADO;2007-01;2007-01;QUINTO AÑO - EGRESO
487401;21582042;2000-01;S;BLOQUEO POR EXPEDIENTE SIN CALIFICACIONES, CONVALIDACIONES NI INSCRIPCION;-;2000-01;INGRESO
562452;15185808;2006-02;S;SUSPENSION DE ESTUDIOS;-;2006-02;INGRESO
378247;10193867;1993-01;S;BLOQUEO POR NO INSCRIPCION;1997-02;1993-01;INGRESO
513313;15018748;1992-01;S;BLOQUEO POR NO INSCRIPCION;1996-02;1992-01;INGRESO
632831;15331507;2008-02;S;ALUMNO EGRESADO;2009-02;2009-02;QUINTO AÑO - EGRESO
454011;18765489;1994-01;S;BLOQUEO POR NO INSCRIPCION;1999-01;1994-01;INGRESO
421424;8021705;2001-01;S;BLOQUEO POR NO INSCRIPCION;2001-01;2001-01;INGRESO
436570;19044727;1991-01;S;ALUMNO EGRESADO;1996-02;1996-02;QUINTO AÑO- EGRESO
518663;9357022;1990-01;S;BLOQUEO POR NO INSCRIPCION;1996-02;1996-01;QUINTO AÑO- EGRESO
426524;11337854;2010-01;S;ALUMNO CON DEUDA MOROSA;2010-01;2010-01;INGRESO
369809;17723360;1996-01;S;BLOQUEO POR NO INSCRIPCION;1996-01;1996-01;INGRESO
643648;21124018;1990-01;S;BLOQUEO POR NO INSCRIPCION;1997-01;1990-01;INGRESO
411308;17809690;2013-01;N;Sin Bloqueo;2018-01;2018-01;10 SEMESTRE - EGRESO
423604;21043581;1997-01;S;ALUMNO EGRESADO;2001-01;1997-01;INGRESO
647453;23639203;2006-02;S;ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO;2007-01;2006-02;INGRESO
367505;17603358;1992-01;S;BLOQUEO POR NO INSCRIPCION;1998-02;1992-01;INGRESO
463916;11542829;1995-01;S;BLOQUEO POR NO INSCRIPCION;1996-01;1995-01;INGRESO
638334;13488316;2006-01;S;BLOQUEO POR NO INSCRIPCION;2015-01;2015-01;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
426339;11318937;2009-02;S;ALUMNO CON DEUDA MOROSA;2009-02;2009-02;INGRESO
612835;4903264;2011-01;S;SUSPENSION DE ESTUDIOS;-;2011-01;INGRESO
551283;10555684;1993-01;S;ALUMNO EGRESADO;2002-01;2002-01;CUARTO AÑO
476282;6570074;1998-01;S;BLOQUEO POR NO INSCRIPCION;1998-02;1998-01;INGRESO
506545;13591032;2004-01;N;Sin Bloqueo;2015-01;2015-01;QUINTO AÑO - EGRESO
469421;10230999;1998-01;S;ALUMNO EGRESADO;2004-01;2003-01;TERCER AÑO
466350;11996759;1993-01;S;ALUMNO EGRESADO;1997-02;1993-01;INGRESO
430431;23469870;1992-01;S;BLOQUEO POR NO INSCRIPCION;1997-02;1992-01;INGRESO
534714;24401968;1990-01;S;BLOQUEO POR NO INSCRIPCION;1994-01;1990-01;INGRESO
510651;10262928;1986-01;S;ALUMNO EGRESADO;2004-02;2004-02;QUINTO AÑO- EGRESO
611068;8115280;2019-01;N;Sin Bloqueo;2019-02;2019-02;SEGUNDO SEMESTRE - GRADO LICENCIADO
564198;5910877;2010-01;N;Sin Bloqueo;2010-02;2010-01;INGRESO
481295;19965543;2013-01;N;Sin Bloqueo;2013-02;2013-01;INGRESO
526421;13606215;2014-01;N;Sin Bloqueo;2014-02;2014-01;INGRESO
578414;9117330;1992-01;S;BLOQUEO POR NO INSCRIPCION;1996-02;1992-01;INGRESO
650033;18328010;2005-01;S;BLOQUEO POR NO INSCRIPCION;2016-02;2016-02;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
511175;12794865;2005-01;S;BLOQUEO POR NO INSCRIPCION;2005-02;2005-02;1 SEMESTRE
639140;10398255;2015-01;N;Sin Bloqueo;2016-02;2016-01;3 SEMESTRE
541053;9847938;2006-01;S;SUSPENSION DE ESTUDIOS;-;2006-01;INGRESO
378061;5024356;2006-01;S;SUSPENSION DE ESTUDIOS;2006-01;2006-01;INGRESO
520324;19405673;1993-01;S;BLOQUEO POR NO INSCRIPCION;1999-01;1996-01;TERCER AÑO
423331;25174845;2001-01;S;ALUMNO EGRESADO;2006-01;2006-01;QUINTO AÑO - EGRESO
420531;23557586;1991-01;S;BLOQUEO POR NO INSCRIPCION;1997-01;1991-01;INGRESO
369174;7841368;1999-01;S;BLOQUEO POR NO INSCRIPCION;1999-02;1999-01;INGRESO
622971;22390474;2008-02;N;Sin Bloqueo;2009-02;2009-01;1 SEMESTRE
429566;10435996;2004-01;S;ALUMNO CON DEUDA MOROSA;2005-01;2004-01;INGRESO
386095;25864322;1994-01;S;ALUMNO LICENCIADO;2000-01;2000-01;QUINTO AÑO- EGRESO
599272;11175122;1993-01;S;BLOQUEO POR NO INSCRIPCION;1996-02;1993-01;INGRESO
508387;12590833;2000-01;S;BLOQUEO POR NO INSCRIPCION;2000-02;2000-01;INGRESO
462556;19747379;1991-01;S;BLOQUEO POR NO INSCRIPCION;1996-02;1991-01;INGRESO
593447;21690226;1992-01;S;BLOQUEO POR NO INSCRIPCION;1996-02;1992-01;INGRESO
371045;13429989;1994-01;S;BLOQUEO POR NO INSCRIPCION;1996-01;1994-01;INGRESO
420343;19934299;1993-01;S;BLOQUEO POR NO INSCRIPCION;1998-02;1993-01;INGRESO
584967;18062126;1995-01;S;ALUMNO EGRESADO;1999-02;1995-01;INGRESO
522855;19515783;1996-01;S;ALUMNO EGRESADO;2002-01;1996-01;INGRESO
536574;13695060;1991-01;S;BLOQUEO POR NO INSCRIPCION;1997-01;1991-01;INGRESO
510703;19195116;1996-01;S;ALUMNO CON DEUDA MOROSA;1999-02;1999-02;QUINTO AÑO- EGRESO
442342;16376349;2006-01;S;ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO;2006-01;2006-01;INGRESO
606866;21409544;1989-01;N;Sin Bloqueo;1993-01;1989-01;INGRESO
534108;17923320;2005-01;S;ALUMNO EGRESADO;2009-02;2009-02;10 SEMESTRE - EGRESO
638600;9823778;2015-01;S;ALUMNO EGRESADO;2021-02;2021-02;10 SEMESTRE - EGRESO
626324;23186913;2002-01;S;BLOQUEO POR NO INSCRIPCION;2003-01;2002-01;INGRESO
445380;23345234;2002-01;S;ALUMNO EGRESADO;2008-01;2008-01;QUINTO AÑO - EGRESO
628686;18771057;1991-01;S;ALUMNO EGRESADO;1997-02;1991-01;INGRESO
585259;20747566;2013-01;N;Sin Bloqueo;2023-01;2023-01;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
572365;12922603;2001-01;S;BLOQUEO POR NO INSCRIPCION;2002-01;2001-01;INGRESO
435045;17339352;2003-01;S;BLOQUEO POR NO INSCRIPCION;2004-01;2003-02;PRIMER AÑO
583569;13433428;2007-01;N;Sin Bloqueo;2019-02;2019-02;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
597204;5050836;2010-01;S;ALUMNO LICENCIADO;2016-01;2016-01;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
605356;15453941;2001-01;N;Sin Bloqueo;2006-01;2001-01;INGRESO
469053;15027680;1994-01;S;BLOQUEO POR NO INSCRIPCION;1997-01;1994-01;INGRESO
618490;4526864;1998-01;S;ALUMNO EGRESADO;1999-01;1998-01;INGRESO
446621;23338582;1991-01;S;BLOQUEO POR NO INSCRIPCION;1996-02;1991-01;INGRESO
541623;18042528;1996-01;S;ALUMNO EGRESADO;2001-01;1996-01;INGRESO
639352;4407584;2001-01;S;BLOQUEO POR NO INSCRIPCION;2001-01;2001-01;INGRESO
503541;6795272;1991-01;S;BLOQUEO POR NO INSCRIPCION;1997-02;1991-01;INGRESO
544133;22092569;1994-01;S;ALUMNO EGRESADO;1999-02;1994-01;INGRESO
638950;17442246;1995-01;S;ALUMNO EGRESADO;2001-01;1995-01;INGRESO
472340;21116034;1993-01;S;BLOQUEO POR NO INSCRIPCION;1996-01;1993-01;INGRESO
379412;18728282;1992-01;S;BLOQUEO POR NO INSCRIPCION;1996-02;1992-01;INGRESO
406168;18793161;1994-01;S;ALUMNO EGRESADO;2004-01;2004-01;QUINTO AÑO- EGRESO
440121;25677259;2020-01;N;Sin Bloqueo;2024-02;2024-01;5 SEMESTRE
578304;6758977;1998-01;S;ALUMNO CON DEUDA MOROSA;2001-01;2001-01;SEGUNDO AÑO
499700;10553954;1996-01;S;BLOQUEO POR NO INSCRIPCION;1998-02;1996-01;INGRESO
419928;8316896;1995-01;S;BLOQUEO POR NO INSCRIPCION;1996-01;1995-01;INGRESO
480209;6353210;1993-01;S;BLOQUEO POR NO INSCRIPCION;1997-02;1993-01;INGRESO
458734;10246859;1992-01;S;BLOQUEO POR NO INSCRIPCION;1994-02;1992-01;INGRESO
634891;6985911;1995-01;S;ALUMNO EGRESADO;2001-02;1995-01;INGRESO
635322;18055512;2002-01;S;ALUMNO EGRESADO;2006-01;2006-01;QUINTO AÑO - EGRESO
392355;24893962;2001-01;S;BLOQUEO POR NO INSCRIPCION;2001-02;2001-01;INGRESO
366367;7706737;2001-01;S;ALUMNO EGRESADO;2006-01;2006-01;QUINTO AÑO - EGRESO
517161;16735867;2009-01;S;ALUMNO CON DEUDA MOROSA;2009-01;2009-01;INGRESO
380363;23384102;2001-01;S;ALUMNO EGRESADO;2008-02;2008-02;QUINTO AÑO - EGRESO
531050;7347128;2006-01;N;Sin Bloqueo;2016-02;2016-02;10 SEMESTRE - EGRESO
464339;14855002;2022-01;N;Sin Bloqueo;2024-02;2023-01;3 SEMESTRE
463580;4848489;2004-01;S;ALUMNO EGRESADO;2008-02;2008-02;QUINTO AÑO - EGRESO
637187;12931707;1998-01;S;ALUMNO EGRESADO;2001-02;1998-01;INGRESO
572087;12315805;2004-01;S;ALUMNO CON DEUDA MOROSA;2010-01;2007-02;2 SEMESTRE
400737;5839302;1996-01;S;ALUMNO EGRESADO;2004-01;2004-01;QUINTO AÑO- EGRESO
373547;18924269;1991-01;S;BLOQUEO POR NO INSCRIPCION;1997-02;1991-01;INGRESO
603790;8350105;1986-01;S;ALUMNO EGRESADO;1993-01;1988-01;TERCER AÑO
429848;25714471;1988-01;S;BLOQUEO POR NO INSCRIPCION;1991-01;1988-01;INGRESO
567022;6440300;2005-01;S;CAMBIO DE PLAN O CARRERA;2005-02;2005-01;INGRESO
621675;13485997;2005-01;N;Sin Bloqueo;2009-02;2009-02;10 SEMESTRE - EGRESO
573843;4368026;1984-01;S;ALUMNO EGRESADO;1990-01;1990-01;QUINTO AÑO- EGRESO
443336;5839900;1993-01;S;ALUMNO EGRESADO;2001-01;1993-01;INGRESO
636887;6225133;1995-01;S;ALUMNO EGRESADO;2002-02;1995-01;INGRESO
605005;22772828;2018-01;N;Sin Bloqueo;2018-02;2018-02;SEGUNDO SEMESTRE - GRADO LICENCIADO
593404;21667780;2000-01;S;BLOQUEO POR NO INSCRIPCION;2000-02;2000-01;INGRESO
622677;9002736;1991-01;S;BLOQUEO POR NO INSCRIPCION;1996-02;1991-01;INGRESO
505390;12201724;1992-01;S;BLOQUEO POR NO INSCRIPCION;1996-02;1992-01;INGRESO
559015;12692342;2005-01;S;SUSPENSION DE ESTUDIOS;2006-01;2006-01;1 SEMESTRE
383427;21722785;2002-01;S;BLOQUEO POR NO INSCRIPCION;2002-02;2002-01;INGRESO
523647;9666034;1996-01;S;ALUMNO EGRESADO;2000-02;1996-01;INGRESO
507415;9101621;2000-01;S;BLOQUEO POR NO INSCRIPCION;2001-01;2000-01;INGRESO
366406;9631448;2000-01;S;BLOQUEO POR NO INSCRIPCION;2000-02;2000-01;INGRESO
499461;14226162;1983-01;S;ALUMNO EGRESADO;2001-02;2001-02;QUINTO AÑO- EGRESO
543328;23057860;2002-01;S;ALUMNO EGRESADO;2007-01;2002-01;INGRESO
386302;17629681;2007-01;N;Sin Bloqueo;2007-02;2007-01;INGRESO
590423;15728761;2001-01;S;BLOQUEO POR NO INSCRIPCION;2001-02;2001-01;INGRESO
544375;11001020;2010-01;S;ALUMNO CON DEUDA MOROSA;2013-02;2010-01;INGRESO
646455;9009892;1992-01;S;ALUMNO EGRESADO;2000-02;1992-01;INGRESO
603478;15304435;1997-01;S;ALUMNO EGRESADO;2002-01;1997-01;INGRESO
418732;20447894;1988-01;S;BLOQUEO POR NO INSCRIPCION;1994-02;1988-01;INGRESO
606969;8473912;1995-01;S;BLOQUEO POR NO INSCRIPCION;1997-01;1995-01;INGRESO
526464;7156160;1997-01;S;BLOQUEO POR NO INSCRIPCION;1998-02;1997-01;INGRESO
453958;21913230;1995-01;S;ALUMNO EGRESADO;2000-02;1995-01;INGRESO
377650;15383394;1991-01;S;CAMBIO DE PLAN O CARRERA;2003-01;1991-01;INGRESO
462615;16454826;1991-01;S;ALUMNO LICENCIADO;2007-01;2004-02;INGRESO
377296;18768714;2000-01;S;BLOQUEO POR NO INSCRIPCION;2001-01;2000-01;INGRESO
541414;10006513;2000-01;N;Sin Bloqueo;2015-01;2015-01;QUINTO AÑO - EGRESO
512918;17147277;2011-02;S;ALUMNO CON DEUDA MOROSA;-;2011-02;INGRESO
436664;5570119;1991-01;S;BLOQUEO POR NO INSCRIPCION;1996-01;1991-01;INGRESO
452376;4854121;2001-01;S;ALUMNO CON DEUDA MOROSA;-;2001-01;INGRESO
448454;13159419;2006-02;S;ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO;2013-02;2013-01;4 SEMESTRE
397374;25764849;1998-01;S;BLOQUEO POR NO INSCRIPCION;1998-02;1998-01;INGRESO
414101;13593044;2002-01;S;ALUMNO LICENCIADO;2006-02;2004-01;SEGUNDO AÑO
396405;5395244;2000-01;S;BLOQUEO POR NO INSCRIPCION;2000-02;2000-01;INGRESO
503872;20726294;1984-01;N;Sin Bloqueo;1994-01;1994-01;GRADO
435070;7414700;2003-01;S;ALUMNO CON DEUDA MOROSA;2003-02;2003-01;INGRESO
581119;19765501;2008-01;S;ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO;2015-02;2015-01;4 SEMESTRE
367662;15199121;1991-01;S;BLOQUEO POR NO INSCRIPCION;1996-02;1991-01;INGRESO
510408;21065308;2000-01;S;ALUMNO CON DEUDA MOROSA;2004-01;2000-01;INGRESO
569383;17105736;2000-01;S;ALUMNO EGRESADO;2005-02;2000-01;INGRESO
562832;22512217;1989-01;S;BLOQUEO POR NO INSCRIPCION;1995-01;1989-01;INGRESO
585372;15341347;2001-01;S;BLOQUEO POR NO INSCRIPCION;2001-01;2001-01;INGRESO
493555;7530448;2004-01;S;CAMBIO DE PLAN O CARRERA;2004-02;2004-01;INGRESO
618422;18156778;2004-01;S;ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO;2006-02;2006-01;1 SEMESTRE
555347;13448303;2003-01;S;BLOQUEO POR NO INSCRIPCION;2003-02;2003-01;INGRESO
608999;20867508;2012-01;N;Sin Bloqueo;2012-01;2012-01;INGRESO
629035;22477367;2003-01;S;BLOQUEO POR NO INSCRIPCION;2011-02;2005-01;SEGUNDO AÑO
463464;4349484;1992-01;S;ALUMNO EGRESADO;1997-02;1997-02;QUINTO AÑO- EGRESO
590371;21575368;2010-01;S;SUSPENSION DE ESTUDIOS;2012-01;2011-02;3 SEMESTRE
640348;20805508;1993-01;S;BLOQUEO POR NO INSCRIPCION;1998-01;1993-01;INGRESO
482439;23477540;1998-01;S;BLOQUEO POR NO INSCRIPCION;1998-02;1998-01;INGRESO
583013;19353108;1999-01;S;ALUMNO EGRESADO;2001-01;1999-01;INGRESO
428853;17778730;1983-01;S;ALUMNO EGRESADO;1993-01;1992-01;QUINTO AÑO- EGRESO
625046;25944054;2003-01;S;BLOQUEO POR NO INSCRIPCION;2003-02;2003-01;INGRESO
614470;12421639;1992-01;S;BLOQUEO POR NO INSCRIPCION;1997-01;1992-01;INGRESO
370448;7245689;1992-01;S;ALUMNO EGRESADO;1997-02;1992-01;INGRESO
525008;22945676;2005-01;N;Sin Bloqueo;2009-02;2009-02;10 SEMESTRE - EGRESO
373641;18044603;1988-01;S;CAMBIO DE PLAN O CARRERA;1999-02;1988-01;INGRESO
471745;5566561;1988-01;N;Sin Bloqueo;-;2007-01;TERCER AÑO
634849;12348889;1985-01;S;BLOQUEO POR NO INSCRIPCION;1993-01;1985-01;INGRESO
605263;7819696;1993-01;S;BLOQUEO POR NO INSCRIPCION;1999-01;1993-01;INGRESO
443186;10058288;1994-01;S;BLOQUEO POR NO INSCRIPCION;1996-01;1994-01;INGRESO
367597;17454918;1997-01;S;ALUMNO EGRESADO;2001-01;2001-01;QUINTO AÑO- EGRESO
408115;22714853;2009-01;S;ALUMNO CON DEUDA MOROSA;2009-02;2009-01;INGRESO
486825;24125239;2008-01;N;Sin Bloqueo;2019-02;2019-02;QUINTO AÑO - EGRESO
578275;12270698;1998-01;S;ALUMNO EGRESADO;2004-02;2004-02;QUINTO AÑO- EGRESO
615278;4391099;2014-01;S;ALUMNO CON DEUDA MOROSA;2014-01;2014-01;INGRESO
456345;16596203;2003-01;S;ALUMNO EGRESADO;2008-02;2008-02;QUINTO AÑO - EGRESO
381735;22103690;1983-01;S;BLOQUEO POR NO INSCRIPCION;1990-01;1983-01;INGRESO
646286;13529139;2000-01;S;BLOQUEO POR NO INSCRIPCION;2004-01;2002-01;SEGUNDO AÑO
589627;8142705;1991-01;S;ALUMNO EGRESADO;1997-01;1991-01;INGRESO
465156;21842296;1999-01;S;CAMBIO DE PLAN O CARRERA;2000-01;1999-01;INGRESO
501342;17308315;1999-01;S;BLOQUEO POR NO INSCRIPCION;2001-01;1999-01;INGRESO
552155;22457205;1999-01;S;BLOQUEO POR NO INSCRIPCION;2005-01;2002-01;SEGUNDO AÑO
389968;18209087;2018-01;N;Sin Bloqueo;2018-02;2018-01;INGRESO
394464;6693655;1996-01;S;BLOQUEO POR NO INSCRIPCION;1996-01;1996-01;INGRESO
599329;12009033;2000-01;S;ALUMNO EGRESADO;2005-02;2002-01;SEGUNDO AÑO
603425;12048308;2001-01;S;BLOQUEO POR EXPEDIENTE SIN CALIFICACIONES, CONVALIDACIONES NI INSCRIPCION;-;2001-01;INGRESO
635572;23382885;1997-01;S;ALUMNO EGRESADO;2002-01;2002-01;QUINTO AÑO- EGRESO
621317;23815208;1993-01;S;BLOQUEO POR NO INSCRIPCION;1998-02;1993-01;INGRESO
400008;8316219;1994-01;S;ALUMNO EGRESADO;1999-02;1999-01;CUARTO AÑO
400884;12319563;1995-01;S;ALUMNO EGRESADO;2000-01;2000-01;QUINTO AÑO- EGRESO
590573;22457449;1997-01;S;BLOQUEO POR NO INSCRIPCION;1999-01;1997-01;INGRESO
559099;11077371;1999-01;N;Sin Bloqueo;2005-02;2005-02;QUINTO AÑO- EGRESO
460273;15680489;2006-01;S;ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO;2008-02;2006-01;INGRESO
446026;18952204;2005-01;S;ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO;2005-01;2005-01;INGRESO
390925;15132820;2002-01;S;SUSPENSION DE ESTUDIOS;2003-01;2002-01;INGRESO
528361;6997099;2001-01;N;Sin Bloqueo;2007-01;2007-01;QUINTO AÑO - EGRESO
597178;7621046;2009-01;N;Sin Bloqueo;2016-02;2016-02;10 SEMESTRE - EGRESO
614323;21031783;2002-01;S;BLOQUEO POR EXPEDIENTE SIN CALIFICACIONES, CONVALIDACIONES NI INSCRIPCION;-;2002-01;INGRESO
463899;18678731;1995-01;S;BLOQUEO POR NO INSCRIPCION;1996-01;1995-01;INGRESO
596602;5723096;1991-01;S;BLOQUEO POR NO INSCRIPCION;1998-01;1991-01;INGRESO
619793;6667374;1985-01;N;Sin Bloqueo;1991-01;1985-01;INGRESO
610643;17715944;2010-02;S;BLOQUEO POR NO INSCRIPCION;2010-02;2010-02;INGRESO
478781;18472390;1983-01;S;ALUMNO EGRESADO;1991-01;1991-01;QUINTO AÑO- EGRESO
466091;12925780;2007-01;S;BLOQUEO POR NO INSCRIPCION;2007-02;2007-01;INGRESO
396731;24910641;1996-01;S;ALUMNO EGRESADO;2001-01;2001-01;QUINTO AÑO- EGRESO
416111;9998745;2007-01;N;Sin Bloqueo;2018-02;2018-02;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
566679;10501357;2011-01;N;Sin Bloqueo;2015-02;2015-02;10 SEMESTRE - EGRESO
636642;19354981;2015-01;S;ALUMNO CON DEUDA MOROSA;2015-01;2015-01;INGRESO
430783;5880800;2003-01;S;BLOQUEO POR NO INSCRIPCION;2004-01;2003-01;INGRESO
548820;9329735;1989-01;S;BLOQUEO POR NO INSCRIPCION;1989-01;1989-01;INGRESO
397283;18097537;2013-01;S;SUSPENSION DE ESTUDIOS;2013-01;2013-01;INGRESO
535225;10236434;1993-01;S;BLOQUEO POR NO INSCRIPCION;1999-02;1993-01;INGRESO
646167;17953073;1994-01;S;ALUMNO EGRESADO;2000-01;1994-01;INGRESO
577327;9268144;2000-01;S;BLOQUEO POR NO INSCRIPCION;2000-02;2000-01;INGRESO
522440;10831157;2002-01;S;BLOQUEO POR NO INSCRIPCION;2002-01;2002-01;INGRESO
389342;23954947;1998-01;S;BLOQUEO POR NO INSCRIPCION;2003-01;2002-01;SEGUNDO AÑO
492645;21762864;1996-01;S;BLOQUEO POR NO INSCRIPCION;-;1996-01;INGRESO
431217;14415426;1993-01;S;BLOQUEO POR NO INSCRIPCION;1997-02;1993-01;INGRESO
603789;12211368;2017-01;S;ALUMNO EGRESADO;2021-02;2021-02;10 SEMESTRE - EGRESO
553338;16227476;2003-01;S;BLOQUEO POR NO INSCRIPCION;2003-02;2003-01;INGRESO
558197;11815617;2009-01;S;ALUMNO CON DEUDA MOROSA;2009-01;2009-01;INGRESO
638373;25271872;2001-01;S;BLOQUEO POR NO INSCRIPCION;2004-01;2002-01;PRIMER AÑO
495865;20471228;1985-01;S;BLOQUEO POR NO INSCRIPCION;-;1985-01;INGRESO
626112;22579889;2020-01;N;Sin Bloqueo;2023-02;2023-01;5 SEMESTRE
524610;17094283;2004-01;S;ALUMNO LICENCIADO;2007-01;2007-01;QUINTO AÑO - EGRESO
477104;9695636;2012-01;S;SUSPENSION DE ESTUDIOS;2012-01;2012-01;INGRESO
391063;8492922;1999-01;S;BLOQUEO POR NO INSCRIPCION;1999-02;1999-01;INGRESO
437702;15003180;2016-01;S;BLOQUEO POR NO INSCRIPCION;2016-01;2016-01;INGRESO
